#{"t_start": 1775684754.5931492, "env_id": "None"}
r,l,t
-18.99,150,0.121696
-13.413,150,0.16953
-21.833,150,0.209213
-42.139,50,0.228213
-28.331,26,0.24226
-48.66,150,0.272724
-24.394,150,0.302553
-14.543,150,0.334015
1.443,8,0.338559
-26.634,11,0.343165
-20.414,150,0.375489
-24.885,150,0.407399
-19.305,150,0.443065
-18.637,150,0.468863
-30.508,150,0.499567
-25.006,150,0.547626
-48.494,30,0.568855
-19.308,150,0.6141
-28.626,27,0.6261
-25.768,150,0.664203
-21.08,150,0.704204
-21.512,150,0.744472
-24.602,150,0.774883
-15.012,150,0.807883
-36.051,31,0.819026
-21.406,150,0.850479
-2.313,57,0.866875
-18.302,150,0.900293
-34.255,40,0.913414
-32.811,150,0.945038
-30.962,150,0.975838
-29.709,150,1.000874
-22.795,150,1.041463
-22.369,150,1.070915
-23.241,150,1.109199
-19.238,150,1.150196
2.108,5,1.156197
-31.038,150,1.20061
-52.322,54,1.217219
-16.564,150,1.249743
-14.374,150,1.29183
-64.686,150,1.319829
-28.974,150,1.348448
-17.717,150,1.376455
-0.867,22,1.384709
-16.971,150,1.415263
-17.095,150,1.445263
-26.637,150,1.473472
-0.053,38,1.488577
-33.547,27,1.496588
-26.347,150,1.525047
-19.991,150,1.566046
-30.101,150,1.61005
-4.768,65,1.636294
-17.767,150,1.68229
-7.342,140,1.728291
-34.356,23,1.739295
-39.215,41,1.750655
-28.533,12,1.754655
-36.973,28,1.762655
-14.188,150,1.800278
-35.84,150,1.832788
-35.064,150,1.860977
-24.941,150,1.893978
-20.783,150,1.929306
-24.104,150,1.961035
-27.846,150,1.996035
-24.285,150,2.027034
-20.372,150,2.062597
-49.009,53,2.081595
-14.64,150,2.118215
-17.095,150,2.157204
-29.391,17,2.16617
-131.76,150,2.2004
-45.033,33,2.209801
-51.725,150,2.248448
-25.008,150,2.286341
-22.062,150,2.321178
-26.744,21,2.327178
-22.107,150,2.355179
-16.219,150,2.390032
-15.354,150,2.424722
-33.381,150,2.453872
-17.771,150,2.483964
-30.012,150,2.605898
-23.474,150,4.201898
-27.906,25,4.625062
2.245,8,4.747046
-14.233,150,6.617429
-20.397,150,8.324503
-20.466,150,9.866221
-23.912,150,11.721449
-16.76,150,13.470692
-8.58,136,14.822174
-28.436,32,15.147985
-28.488,30,15.485566
-13.5,150,17.16006
-27.846,150,18.687279
-16.758,150,20.475718
-16.187,150,21.956245
-31.246,46,22.439356
-20.208,150,24.069558
-26.7,16,24.241894
-24.305,102,25.271248
-19.429,150,26.736401
-18.752,150,28.216479
-19.153,150,30.144433
-31.116,150,31.713675
-34.15,150,33.156804
-13.876,150,34.766278
-14.087,150,36.288491
-20.158,150,37.918523
-26.013,5,37.977485
-12.609,135,39.574653
-39.169,150,41.176617
-13.059,150,42.666714
-31.724,42,43.063246
-28.15,150,44.563489
-26.54,150,46.245729
-16.714,150,47.884418
2.573,4,47.942597
-23.219,150,49.612283
-39.419,150,51.302044
2.325,5,51.342016
-36.583,41,51.81268
-25.133,150,53.311854
-14.667,150,54.784839
-18.996,150,56.698017
-8.912,150,58.34217
-31.226,150,59.829548
-27.226,150,61.326308
-21.51,150,63.033305
-27.955,150,64.527084
-24.424,150,66.192264
-19.36,150,68.021157
-25.211,150,69.516866
-16.291,150,70.980528
-1.808,67,71.650637
1.347,7,71.729286
-9.525,150,73.398632
-29.072,45,73.93081
-22.838,150,75.668301
-14.033,150,77.143145
-29.332,23,77.339802
-27.167,150,79.057948
-28.242,150,80.518348
-18.864,150,82.013438
2.116,7,82.092309
-34.737,150,83.713706
-21.666,150,85.557648
2.547,5,85.606179
-18.083,150,87.06815
-44.222,38,87.497938
-15.319,150,89.058615
-5.84,90,90.070271
-15.474,150,91.598875
-17.542,150,93.355053
-28.887,18,93.536454
-12.826,150,95.181077
-29.745,31,95.610683
-8.853,150,97.09799
2.459,6,97.178978
-25.434,150,98.631702
-23.317,150,100.290665
-14.097,150,101.917523
-35.003,150,103.722007
-5.664,105,104.734293
-37.346,150,106.429631
-12.98,150,107.964926
-15.346,150,109.432461
-20.136,150,111.809294
-11.653,150,113.334193
-31.828,150,114.869126
-24.18,150,116.522722
-36.755,150,118.067426
-43.106,150,119.536568
-25.054,150,121.435868
-35.903,150,123.046677
-18.671,150,124.569422
-15.887,150,126.022707
