#{"t_start": 1775767505.5107512, "env_id": "None"}
r,l,t
3.236,31,0.071615
-0.143,150,0.209643
3.262,27,0.233717
2.768,28,0.25515
3.141,25,0.273349
2.78,3,0.275349
3.409,33,0.299418
2.67,3,0.302418
-6.346,150,0.409524
2.924,24,0.427524
2.84,17,0.440527
3.206,24,0.459656
2.72,22,0.476655
3.668,31,0.500022
2.581,27,0.521168
2.74,3,0.523168
2.886,29,0.545079
2.946,21,0.561209
2.67,3,0.562209
3.099,24,0.581025
-2.841,150,0.689172
2.692,15,0.700171
2.926,22,0.71661
3.269,41,0.746815
3.441,34,0.772562
3.082,23,0.789897
3.249,37,0.817917
3.08,27,0.838228
3.27,36,0.864265
3.074,25,0.883918
3.576,33,0.907784
2.74,3,0.910793
3.218,24,0.927877
3.324,34,0.953251
3.438,44,0.986648
3.3,26,1.005648
2.74,3,1.007648
3.11,29,1.02986
4.062,43,1.06186
2.67,3,1.06486
2.97,23,1.08186
3.245,46,1.11613
3.24,40,1.144938
3.736,45,1.17856
2.858,13,1.188561
2.67,3,1.190561
-2.577,150,1.2999
3.3,23,1.3179
3.255,39,1.3469
3.093,18,1.3609
3.077,30,1.3829
2.905,25,1.4019
2.882,16,1.4139
2.95,22,1.4299
-0.817,150,1.541541
4.197,56,1.582819
3.615,45,1.907687
2.844,15,1.920731
3.528,30,1.944293
3.556,48,1.982538
2.92,20,1.997703
-1.016,150,2.120093
2.865,25,2.138093
3.098,27,2.158096
0.695,35,2.18454
2.926,23,2.201276
3.328,35,2.227518
-0.448,150,2.335172
2.67,3,2.338172
2.704,17,2.350478
3.057,22,2.367481
2.74,3,2.370481
3.02,29,2.391478
2.941,27,2.412032
2.67,3,2.415033
3.026,27,2.434032
2.74,3,2.437032
3.206,22,2.453171
3.204,29,2.475599
3.081,28,2.496598
3.59,51,2.5345
2.61,49,2.570771
2.838,24,2.588773
-3.872,150,2.697697
2.992,20,2.712759
2.67,3,2.715759
3.205,22,2.731864
3.382,28,2.753437
3.03,26,2.773457
2.813,16,2.785458
3.227,39,2.820469
2.78,3,2.825468
2.955,18,2.858438
2.621,28,2.893184
-3.658,150,3.009641
2.74,3,3.012641
2.94,18,3.026166
-1.614,150,3.135982
3.991,43,3.167163
3.124,28,3.189679
2.853,43,3.220899
3.918,37,3.248899
3.212,25,3.266898
3.554,46,3.301455
3.117,21,3.317873
2.525,20,3.333284
3.122,20,3.348674
2.67,3,3.350673
2.438,32,3.374831
4.494,57,3.416831
3.778,38,3.444684
3.761,39,3.474709
3.182,24,3.772907
3.121,37,3.804275
2.983,33,3.829272
3.918,41,3.863951
2.884,16,3.880176
2.912,16,3.894174
-1.411,150,4.005849
3.07,22,4.022849
2.78,3,4.024849
3.03,20,4.03911
-1.044,150,4.148586
-0.482,150,4.259586
3.598,36,4.286844
2.67,3,4.288844
2.74,3,4.290844
2.755,3,4.293844
2.866,21,4.308845
2.67,3,4.311844
2.74,3,4.313844
3.321,22,4.329844
3.378,29,4.351496
3.078,20,4.367496
3.767,40,4.396875
2.74,3,4.398875
3.083,24,4.416874
-0.386,150,4.526503
3.448,28,4.547506
-0.581,150,4.658232
2.873,17,4.670391
3.025,18,4.684391
2.74,3,4.686391
2.74,3,4.688391
2.67,3,4.691391
3.714,37,4.718391
2.74,3,4.720391
2.67,3,4.723391
2.977,18,4.736391
3.338,33,4.761474
3.088,22,4.777598
-1.335,150,4.886087
3.133,18,4.900096
2.787,32,4.923502
2.875,36,4.950835
3.192,22,4.966835
2.811,20,4.981853
3.215,30,5.004117
3.965,40,5.033376
-8.882,150,5.140091
3.772,50,5.177675
2.957,15,5.188956
0.427,150,5.567531
2.711,21,5.582531
2.73,16,5.594531
3.318,31,5.62153
-1.576,150,5.744639
2.869,22,5.762723
3.245,34,5.78777
