#{"t_start": 1775688900.2600634, "env_id": "None"}
r,l,t
-16.044,150,66.656318
-10.705,150,66.805673
-18.522,150,66.925838
-14.421,150,67.036321
-3.851,150,67.156722
-31.604,28,67.189246
-139.662,150,67.319551
-23.804,150,67.444802
2.648,4,67.449209
-14.536,150,67.584795
-2.008,69,67.641011
2.763,4,67.645011
-9.047,150,67.773716
-30.149,150,67.910965
-0.487,75,67.97615
-14.401,150,68.105403
-26.171,26,68.126416
2.648,4,68.13258
-14.739,150,68.262244
-17.454,150,68.376248
-14.109,150,68.498608
-14.456,150,68.628166
-15.817,150,68.758422
-11.361,150,68.884184
2.755,3,68.887184
-34.657,28,68.915419
2.755,5,68.921419
-24.726,150,69.048993
2.603,4,69.052993
-15.367,150,69.179472
-16.171,150,69.296965
-42.775,106,69.386694
-8.491,150,69.508918
2.324,6,69.517367
-21.677,150,69.637854
-6.227,150,69.760546
-17.517,150,69.887586
1.33,133,70.012702
-19.164,150,70.130429
-29.312,150,70.247731
2.755,3,70.250731
-26.927,150,70.380762
-29.862,150,70.506809
-6.828,150,70.632681
-5.994,150,70.762272
-1.701,80,70.845747
2.738,4,70.849747
-12.459,150,70.992036
-11.432,150,71.136964
-11.742,150,71.293842
-8.929,150,71.494874
2.646,5,71.499873
-7.51,150,71.64108
-17.213,150,71.768173
2.323,8,71.776468
-7.224,150,71.90637
-15.985,150,72.032884
2.785,7,72.047733
-38.473,150,72.208981
2.755,3,72.21298
2.74,3,72.21798
2.313,7,72.230982
-4.774,150,72.364294
-70.234,96,72.450296
-3.119,150,72.583921
-9.975,150,72.704731
2.353,4,72.70874
-10.986,150,72.842305
-55.894,140,72.960328
0.668,55,73.013453
-15.839,150,73.150311
-29.356,37,73.180311
-16.598,150,73.308222
-9.185,150,73.456378
-9.341,150,73.582911
2.566,5,73.585911
-7.03,150,73.719476
2.576,5,73.729476
-20.154,150,73.850808
1.196,51,73.892808
-13.914,150,74.017315
-0.574,123,74.133674
-14.499,150,74.258903
-5.26,150,74.376235
-13.294,150,74.502776
-0.547,124,74.61979
-26.809,53,74.670554
-11.899,150,74.799809
-8.558,150,74.922833
-18.705,150,75.051419
-9.107,150,75.192049
2.784,6,75.198048
2.273,7,75.204272
-65.119,150,75.339588
-8.17,150,75.475499
-37.148,35,75.506853
-56.081,122,75.612094
-15.583,150,75.748393
-4.045,150,75.869964
2.763,4,75.873984
-10.243,150,76.004802
2.56,8,76.015801
-37.375,150,76.13806
-12.149,150,76.269129
2.496,6,76.274129
1.718,142,76.401109
-6.089,150,76.532943
-6.228,150,76.664628
2.31,7,76.673004
2.738,4,76.680936
-5.923,150,76.833317
2.736,5,76.839317
-6.926,150,76.959178
2.74,3,76.966997
-14.443,150,77.100994
-2.764,150,77.236475
2.788,4,77.240475
-7.63,150,77.372286
2.788,4,77.377316
2.74,3,77.381335
-19.449,150,77.511264
-31.543,150,77.638216
-9.663,150,77.759417
-1.087,150,77.908213
-11.668,150,78.68104
-8.629,150,78.829715
2.815,6,78.834715
2.26,3,78.838715
2.67,3,78.84272
2.279,56,78.906302
-19.954,150,79.038867
2.659,8,79.046866
1.874,46,79.085864
-11.821,150,79.228882
2.461,5,79.235394
2.298,7,79.242394
2.74,3,79.246393
-15.653,150,79.382959
2.118,90,79.460983
2.648,4,79.463983
2.476,6,79.470983
2.681,8,79.480781
2.665,6,79.486781
-16.522,150,79.618489
2.74,3,79.620488
2.673,4,79.626489
-19.534,150,79.771189
-17.22,150,79.888688
-15.411,150,80.011407
-37.52,44,80.064571
-0.433,150,80.197567
2.765,3,80.201567
-11.693,150,80.322277
2.328,4,80.328692
2.33,3,80.330692
1.322,70,80.397292
-25.344,150,80.538818
1.158,83,80.618849
2.753,4,80.62185
-32.133,19,80.642928
-15.474,150,80.776527
-6.26,150,80.907246
-56.85,71,80.964926
-31.371,32,80.996927
-41.302,60,81.05337
-2.144,110,81.161026
2.624,8,81.169026
0.473,95,81.257303
-17.52,150,81.376103
-1.013,150,81.532068
-23.94,150,81.647474
-19.573,150,81.775237
1.875,34,81.807231
2.755,3,81.813823
2.751,5,81.817822
1.978,38,81.855587
-12.388,150,81.98867
-3.291,150,82.130124
-6.631,150,82.298437
-10.254,150,82.445951
1.867,63,82.544488
-2.803,150,82.709158
2.738,4,82.713159
2.753,4,82.719162
-24.51,150,82.862219
-14.506,150,83.018441
-14.305,150,83.1556
2.353,4,83.159599
-14.682,150,83.287384
-8.944,150,83.426538
-26.861,36,83.463541
-2.652,150,83.593538
-6.321,150,83.716539
-20.495,150,83.856993
-24.155,150,83.991425
-34.04,70,84.050941
-27.976,45,84.088941
-1.246,123,84.202586
-38.345,150,84.324342
-13.024,150,84.45407
-3.834,150,84.596063
-2.469,150,84.722799
-9.275,150,84.860849
2.738,4,84.864849
2.65,3,84.865849
1.579,100,84.978298
2.74,3,84.982297
2.744,5,84.986298
2.738,4,84.990297
-25.048,150,85.125612
2.765,3,85.129621
-21.88,150,85.261902
-20.883,150,85.393538
2.74,3,85.398327
-19.349,150,85.541882
-3.841,150,85.67363
-9.956,150,85.805324
-9.839,150,85.937732
2.575,6,85.943732
2.68,8,85.950732
-8.187,150,86.076669
2.232,8,86.086198
-12.523,150,86.218051
2.614,6,86.223051
1.754,6,86.22805
2.788,4,86.234861
-8.626,150,86.355253
-12.032,150,86.48465
-27.753,150,86.612661
-8.68,150,86.762791
2.74,3,86.766791
-5.886,150,86.906125
-12.7,150,87.059232
2.545,4,87.068678
-17.483,150,87.216612
-7.754,150,87.357014
-16.52,150,87.518513
-7.315,150,87.730483
-24.326,150,87.86939
-19.52,150,88.019007
-15.085,150,88.163575
-20.037,150,88.329645
2.648,4,88.334155
-2.47,150,88.501627
-23.855,150,88.631896
2.684,7,88.639896
-7.515,150,88.798965
2.738,4,88.803965
-6.906,150,88.94503
1.133,103,89.060595
-13.693,150,89.20947
-5.096,150,89.366224
-10.851,150,89.55486
-8.445,150,89.709228
-28.761,150,89.837414
-14.115,150,89.981472
2.618,5,89.985472
2.768,4,89.996473
2.79,5,90.005473
2.74,3,90.007469
-12.486,150,90.170282
2.574,6,90.178875
-1.452,108,90.281247
2.74,3,90.285249
2.765,3,90.289248
2.763,4,90.297252
-0.807,87,90.385677
-18.05,150,90.517329
-28.597,150,90.640646
-9.689,150,90.778718
2.236,5,90.782717
2.397,4,90.787538
2.74,3,90.790539
-16.547,150,90.934917
-9.854,150,91.072578
-5.906,150,91.20311
2.738,4,91.207112
-17.41,150,91.339054
2.33,3,91.342053
-4.956,150,91.479298
-6.414,150,91.627506
2.764,5,91.635012
2.65,3,91.638012
-6.357,150,91.775439
-8.474,150,91.908048
2.65,3,91.914824
-17.864,150,92.053435
-14.441,150,92.191962
1.668,113,92.298341
2.686,5,92.306957
2.285,5,92.312956
-13.196,150,92.448879
2.555,3,92.452879
-14.554,150,92.599432
-42.913,69,92.653563
2.491,5,92.658563
-29.081,150,92.790434
-7.273,150,92.928154
2.734,6,92.932153
-18.881,150,93.070999
-19.417,150,93.209164
2.833,6,93.219165
