#{"t_start": 1775778088.44451, "env_id": "None"}
r,l,t
-10.349,150,0.197146
2.089,66,0.251876
-31.986,24,0.268881
2.768,29,0.295899
-8.776,150,0.414206
2.771,23,0.433208
2.56,41,0.470211
2.248,39,0.508566
1.283,46,0.557448
2.365,20,0.58141
-11.001,150,0.709676
-13.607,150,0.830117
2.254,25,0.849119
2.269,27,0.869122
-8.972,150,0.999721
-15.685,150,1.12202
-5.527,150,1.24676
2.448,54,1.290928
2.229,48,1.326941
-7.465,150,1.452575
-8.97,150,1.569904
-10.863,150,1.692228
2.215,41,1.729432
-14.551,150,1.856581
-7.859,150,1.995863
-4.945,150,2.147517
-7.266,150,2.28763
-5.016,150,2.41767
-6.652,42,2.456606
-11.105,150,2.575289
-16.838,150,2.704993
2.937,41,2.737997
2.122,30,2.767007
-29.739,12,2.777006
1.863,26,2.797008
-15.436,150,2.918288
2.062,37,2.946291
2.479,36,2.974589
-3.618,150,3.088048
-4.518,150,3.212405
-6.679,150,3.335761
-11.927,150,3.452731
-9.187,150,3.573226
2.631,64,3.624666
2.324,29,3.648669
-1.548,32,3.675671
-9.46,150,3.798035
2.127,48,3.836038
2.614,12,3.845039
-12.891,150,3.967473
-16.155,150,4.091746
-10.576,150,4.218973
-26.58,38,4.247975
2.586,46,4.281978
2.225,38,4.31125
1.953,46,4.346253
-6.913,150,4.467438
2.778,42,4.500449
-21.681,150,4.630913
-12.253,58,4.678917
-16.819,150,4.805812
-3.999,150,4.932278
2.348,47,4.973729
0.796,150,5.104953
-4.093,150,5.227732
1.029,79,5.287006
-7.982,150,5.402016
2.495,19,5.422251
0.845,60,5.470871
2.587,32,5.498129
-4.416,150,5.620737
2.799,23,5.643133
2.494,31,5.666136
-3.471,39,5.696461
-10.643,150,5.814271
-18.466,150,5.927821
2.841,31,5.951823
-0.38,150,6.074879
2.5,29,6.097879
1.692,36,6.124882
-8.154,150,6.249284
-23.945,12,6.260459
-7.09,150,6.376045
1.862,23,6.393046
-7.751,150,6.515563
-10.051,150,6.629507
-7.864,150,6.753293
-15.639,150,6.871722
-7.689,150,6.989038
-28.887,20,7.00444
-4.001,150,7.121821
2.597,26,7.141831
2.084,25,7.164218
2.624,41,7.1998
3.004,42,7.231802
-29.054,13,7.241803
2.3,53,7.287549
1.239,42,7.319552
2.731,31,7.344555
2.981,43,7.380718
-4.863,150,7.505622
-13.365,150,7.624401
-4.345,150,7.757065
1.991,44,7.795283
-12.35,150,7.913644
2.643,17,7.927643
2.74,3,7.929644
-17.034,150,8.03946
2.794,39,8.070596
-6.243,150,8.187047
2.381,23,8.205181
2.048,51,8.244267
-4.388,150,8.377709
-4.599,150,8.509135
2.437,39,8.551681
-8.625,150,8.699473
-33.554,27,8.723205
2.561,30,8.746371
-14.462,150,8.898793
-4.219,150,9.030089
-4.265,150,9.151278
1.006,60,9.20363
-16.994,150,9.320642
2.758,15,9.332643
-7.949,150,9.452825
-6.355,150,9.611607
-4.302,150,9.743114
-5.024,150,9.865213
1.536,43,9.902217
1.946,44,9.935219
2.746,39,9.966291
-4.056,150,10.082954
-12.473,150,10.204291
-6.882,150,10.329174
0.383,25,10.348274
1.697,39,10.378276
1.404,41,10.409663
-4.145,150,10.527846
-23.587,150,10.647824
-9.978,150,10.771591
2.694,29,10.796755
-6.986,150,10.919887
2.74,3,10.921887
-12.485,150,11.069848
-7.35,150,11.192196
2.829,60,11.23886
2.661,63,11.292248
1.949,22,11.30925
1.892,50,11.352347
2.625,26,11.375348
-8.618,150,11.501122
-20.812,150,11.622974
-5.018,150,11.746773
2.369,18,11.761774
-11.028,150,11.878737
-6.272,150,12.016465
-4.821,150,12.129214
0.551,150,12.257891
2.07,49,12.304897
2.941,70,12.362901
-38.891,35,12.389233
-10.51,150,12.510244
-5.176,150,12.638378
1.491,47,12.674731
-4.72,150,12.795147
-0.188,37,12.82423
-9.731,150,12.949918
-12.632,150,13.066165
1.988,36,13.095524
-26.205,8,13.103524
2.74,3,13.106709
-7.049,150,13.218719
2.04,42,13.258035
2.254,37,13.287274
-6.723,150,13.400283
1.691,55,13.444288
-6.403,150,13.56949
1.925,50,13.612494
2.489,22,13.630497
-5.568,150,13.752423
2.72,28,13.775424
2.39,51,13.815923
2.367,43,13.852927
-8.515,150,13.971266
2.906,55,14.01547
-10.484,150,14.141853
-8.917,150,14.258045
-17.405,150,14.377199
-11.842,150,14.499931
-4.6,150,14.624169
1.891,48,14.66481
-4.655,150,14.786446
2.471,18,14.800777
-11.085,150,14.924059
-8.552,150,15.038942
-9.893,150,15.17074
-24.03,13,15.181741
-27.128,10,15.188742
-7.669,150,15.316609
-14.282,150,15.43562
-4.141,150,15.566289
-36.613,23,15.58429
2.394,26,15.606298
-5.44,150,15.724142
2.571,53,15.77682
-5.346,48,15.816309
-6.681,150,15.937753
2.486,39,15.973756
-4.956,150,16.092105
-3.515,150,16.209998
-15.132,150,16.325351
-10.032,150,16.446887
-10.452,150,16.561187
1.481,35,16.594475
-5.842,150,17.169821
-8.449,150,17.284978
-9.393,150,17.400989
2.74,3,17.402988
2.973,64,17.454996
-6.675,150,17.578859
2.092,38,17.615556
-4.438,57,17.688898
2.446,33,17.720404
-12.034,150,17.85024
2.102,43,17.884591
-5.935,150,18.015124
2.735,28,18.0458
-6.645,150,18.208239
-29.224,57,18.262034
1.853,47,18.306442
2.471,30,18.330444
-5.77,150,18.475805
2.437,24,18.501469
1.658,56,18.552733
2.717,31,18.580996
-25.311,150,18.697548
-6.439,150,18.838398
-17.169,150,18.975588
2.556,20,18.992589
1.872,47,19.029592
-8.029,150,19.148713
-14.451,150,19.268303
2.265,32,19.298301
-12.906,64,19.346306
-7.151,150,19.457571
-4.45,150,19.58074
-4.83,150,19.710829
-17.297,150,19.825953
-0.33,29,19.849197
2.211,45,19.888976
1.68,65,19.947477
2.484,19,19.963481
-5.668,150,20.081652
-6.605,150,20.200815
2.757,47,20.244025
0.033,90,20.312146
-13.712,150,20.43034
-6.822,150,20.554424
-12.809,150,20.666596
-30.78,30,20.6946
-0.598,40,20.735476
-12.41,150,20.856232
2.849,29,20.879233
-12.375,150,21.002039
1.272,31,21.02704
-12.466,150,21.155724
2.258,35,21.181182
-10.77,150,21.296701
-4.873,150,21.41886
-25.674,9,21.425861
2.808,24,21.44386
-10.304,150,21.569591
-6.284,150,21.686512
1.389,22,21.703831
-4.153,150,21.835555
-5.906,150,21.948799
1.463,64,22.010634
-13.087,150,22.130118
-10.151,150,22.24613
2.647,40,22.285134
0.972,43,22.320137
-4.222,150,22.446951
-15.208,150,22.56025
-11.564,150,22.681999
-23.276,5,22.687
-25.615,10,22.694
2.352,78,22.759007
-1.154,40,22.79801
2.568,24,22.821066
2.721,50,22.864068
2.75,40,22.894071
2.546,38,22.922745
-5.126,150,23.0511
2.162,40,23.081102
-8.724,150,23.208127
-8.397,150,23.33447
1.005,43,23.369473
2.584,23,23.386475
2.072,31,23.410478
-24.666,14,23.420478
-10.599,150,23.550887
-25.83,150,23.700855
-23.869,17,23.717582
2.018,29,23.751633
2.398,27,23.775637
2.726,26,23.795639
-1.383,150,23.922803
-6.012,150,24.047031
-8.654,150,24.189859
2.581,22,24.209861
2.824,59,24.261869
-0.38,30,24.289869
-4.147,150,24.417014
-8.59,150,24.539452
1.393,31,24.566455
-30.166,15,24.578456
2.651,39,24.616462
2.4,33,24.641464
2.719,21,24.657466
-11.982,150,24.780148
-30.328,22,24.797151
2.453,32,24.826266
-7.243,150,24.941498
2.288,26,24.965102
2.517,21,24.984559
-4.282,150,25.113619
-5.276,150,25.243812
-9.563,150,25.362193
2.66,17,25.376194
-6.586,150,25.495381
2.591,25,25.515383
-7.252,150,25.638301
2.959,51,25.682305
-13.189,150,25.802978
2.59,17,25.819108
-3.958,150,25.947529
-3.028,150,26.063429
2.737,27,26.08945
2.875,28,26.110452
2.289,30,26.133454
-25.981,15,26.145456
-6.746,150,26.263552
1.056,55,26.309555
2.174,37,26.337763
1.532,32,26.366937
-6.972,150,26.488168
2.642,23,26.506169
-24.852,11,26.51517
2.155,30,26.537172
1.943,23,26.555172
-7.559,150,26.680958
-7.487,150,26.808209
2.086,49,26.845343
-10.807,150,26.962501
-4.124,150,27.082513
-13.395,150,27.203798
-16.813,150,27.3315
-15.749,150,27.445667
-4.84,150,27.570139
-14.631,150,27.681469
2.811,31,27.707066
-8.949,150,27.829287
2.734,33,27.861756
-3.392,150,27.988988
2.513,23,28.006989
2.748,25,28.025991
-24.502,30,28.048994
2.707,21,28.064022
2.839,36,28.093071
-9.949,150,28.230791
-5.76,150,28.351146
2.663,43,28.388149
2.648,23,28.40515
1.56,85,28.471381
-6.07,150,28.590841
-6.61,150,28.7117
2.52,29,28.734745
2.561,20,28.750747
2.182,27,28.776379
1.775,44,28.813566
1.823,49,28.861668
-4.129,150,29.003497
2.386,27,29.030024
-7.655,150,29.155211
2.728,24,29.176214
-11.55,150,29.325251
1.872,26,29.349253
2.383,39,29.392116
-22.759,150,29.518058
-7.057,150,29.641709
2.382,37,29.671701
-4.382,150,29.801322
2.327,34,29.828434
-5.721,150,29.960839
2.758,24,29.978841
-17.65,150,30.090642
-11.287,150,30.211187
2.676,25,30.230188
-5.232,150,30.358638
-4.337,150,30.474648
0.053,51,30.517872
1.894,37,30.552795
-29.394,13,30.562797
2.94,26,30.582797
-0.206,22,30.600799
-6.049,150,30.722347
1.606,28,30.74935
-13.958,150,30.87256
2.539,46,30.908563
2.117,42,30.94173
-4.132,150,31.061671
-3.835,150,31.179916
-24.29,16,31.191917
-7.954,150,31.310216
-12.5,150,31.429677
-6.681,150,31.563737
2.596,33,31.60393
-29.985,15,31.616934
1.875,53,31.658937
-6.733,150,31.778293
-9.853,150,31.903726
-24.723,17,31.924061
-9.561,150,32.041253
-4.555,150,32.170294
2.378,49,32.214307
-33.253,39,32.247381
2.328,29,32.269383
2.62,35,32.295386
2.416,16,32.308387
2.557,18,32.325504
-5.972,150,32.457782
2.403,43,32.50048
-0.64,43,32.535827
-3.855,150,32.65272
2.73,25,32.679912
2.678,50,32.730626
-10.151,150,32.85228
2.44,22,32.869279
-6.931,150,32.98482
2.325,26,33.008062
-6.846,150,33.139881
-7.227,150,33.265826
-11.515,150,33.388567
-20.206,150,33.506577
-12.031,150,33.626792
-6.485,150,33.751197
-9.33,150,34.369004
2.852,37,34.397006
-4.015,150,34.518716
-24.672,40,34.547981
2.524,33,34.57408
2.635,39,34.606086
2.707,36,34.639563
-8.019,150,34.758402
-9.091,150,34.880744
-8.282,150,35.001021
-4.744,150,35.123773
2.488,25,35.146775
-0.205,23,35.163776
2.18,19,35.181919
1.313,45,35.219925
-10.802,150,35.342344
-9.384,150,35.49206
-6.705,150,35.636896
2.75,30,35.662348
-3.655,150,35.847947
1.567,52,35.898669
-7.043,150,36.044201
-12.702,150,36.200323
-9.729,47,36.240621
-26.398,150,36.361899
2.696,43,36.396905
2.155,46,36.433906
-3.478,150,36.560308
-11.373,150,36.67532
-3.921,52,36.72459
1.038,36,36.761091
-3.975,150,36.899551
2.478,33,36.928553
-13.871,150,37.042408
2.448,41,37.077084
-14.679,150,37.196095
2.437,51,37.23438
-12.784,150,37.352795
1.846,25,37.37444
-11.972,150,37.485811
-13.421,150,37.607058
-4.519,150,37.722798
-10.412,150,37.854668
-3.634,150,37.977922
-8.796,150,38.103963
-2.918,45,38.145279
-8.855,150,38.264648
-7.353,150,38.384905
-4.259,150,38.499071
-5.094,150,38.623398
-7.275,150,38.743858
-11.94,150,38.872524
2.524,31,38.897826
1.058,55,38.949412
2.507,44,38.985412
-19.254,150,39.104261
2.773,54,39.146435
2.589,51,39.185947
2.744,42,39.22295
-45.459,41,39.253954
1.139,42,39.28695
1.277,58,39.338206
-26.603,9,39.345207
2.56,38,39.37721
-8.48,150,39.502475
2.119,30,39.525497
-6.759,150,39.655131
-16.344,150,39.785695
-8.14,150,39.906711
-5.351,53,39.948715
-4.242,150,40.065727
2.262,29,40.088413
2.362,44,40.128953
1.971,37,40.157956
-9.498,150,40.282546
2.331,26,40.302547
3.109,70,40.369106
-10.752,150,40.491115
-4.124,150,40.615327
2.321,31,40.640326
2.02,19,40.655331
-7.455,150,40.777343
2.28,32,40.806983
2.331,21,40.823186
-4.984,150,40.944522
2.112,30,40.967624
2.412,21,40.983819
-4.253,150,41.107742
-10.089,150,41.230185
-4.372,150,41.354013
2.408,23,41.372015
-4.393,150,41.501592
2.303,28,41.522764
-7.697,150,41.650297
-14.579,150,41.771308
-11.248,150,41.888501
-20.873,150,42.007091
-5.035,150,42.12938
2.797,30,42.159384
-9.528,150,42.268185
-5.155,150,42.392989
-9.449,150,42.525424
2.306,23,42.544426
-5.435,150,42.666438
2.872,38,42.700441
-8.99,150,42.817602
3.13,48,42.855741
2.132,29,42.877743
-24.303,150,42.994754
1.741,44,43.028758
-29.238,150,43.145154
2.017,41,43.184513
2.755,28,43.205515
2.458,28,43.226518
-16.7,150,43.340182
