#{"t_start": 1775670085.528376, "env_id": "None"}
r,l,t
-23.621,150,0.276413
-19.68,150,3.079718
-26.561,30,3.117938
-27.09,150,3.291651
-19.475,150,5.22298
-127.837,150,7.245014
-39.112,150,7.436343
1.796,6,7.445335
-21.024,150,10.249418
-24.055,150,10.446538
-1.559,37,10.493539
-21.508,150,12.582733
2.367,7,12.594982
-25.824,150,14.478412
-13.917,150,14.68574
-17.653,150,17.064292
-13.942,150,17.243235
-23.548,150,20.135311
-36.749,150,21.928315
-12.707,150,22.114501
-13.929,150,24.910536
-1.427,62,24.990703
-31.795,37,25.038936
-26.319,17,25.06594
-41.684,150,27.0185
-17.192,150,27.199895
-14.717,150,29.435934
-1.227,58,29.516924
1.322,40,29.578955
-0.583,40,31.296463
-24.742,150,31.547575
-8.972,150,34.526823
-38.428,31,34.569822
-25.232,150,34.779041
-5.63,150,37.587165
-11.933,150,39.563958
-0.149,38,39.61762
-0.457,38,39.665837
-7.702,150,39.857584
-7.882,150,42.829033
-3.958,150,44.592824
1.179,42,44.646151
-27.258,150,44.827446
0.956,117,47.139884
-20.506,150,47.355482
-12.866,150,49.93869
-8.424,150,51.921872
-17.974,150,52.114205
-2.103,150,54.949752
-9.505,150,55.138845
0.618,50,57.531418
-29.318,53,57.606801
-13.631,150,57.803656
1.266,52,60.017852
1.147,58,60.105129
-26.782,49,60.165549
1.87,28,60.20155
-18.71,150,62.905132
-1.121,150,63.116692
0.441,57,63.192556
-8.525,150,65.730507
-26.918,12,65.747514
-10.94,150,67.674416
-12.211,150,67.951292
-12.872,150,70.746347
2.407,7,70.756347
-11.44,150,70.941241
-30.95,150,73.524697
-1.678,89,73.64034
-28.855,65,76.293047
0.703,64,76.37855
-1.456,150,76.57375
-33.807,30,79.182555
-2.74,79,79.298705
2.505,6,79.309702
0.614,65,79.39277
2.29,133,81.857534
2.054,6,81.865532
-8.655,150,82.050915
0.133,72,84.443317
-5.743,150,84.653934
-13.89,150,87.304184
-4.893,150,87.495528
0.222,55,90.091817
3.384,66,90.176026
2.776,5,90.183152
3.177,58,90.256237
1.239,65,90.35588
1.171,75,92.371315
-23.228,45,92.431655
1.223,59,92.50689
2.511,5,92.514897
2.047,115,94.821303
-34.567,33,94.863716
0.629,85,94.973037
-25.568,34,95.018486
2.623,76,95.127486
1.524,84,97.71614
0.579,49,97.779771
-10.938,150,97.978938
-30.659,26,99.655298
1.647,42,99.715297
1.664,51,99.783983
1.685,55,99.851986
-4.866,150,101.883046
1.994,55,101.957049
-11.205,150,104.217165
-0.32,85,104.350833
-6.564,150,104.587217
-19.455,54,107.451421
1.985,38,107.507936
2.478,72,107.616725
1.522,72,107.711941
-47.014,104,109.940922
2.302,28,109.984921
2.982,62,110.073925
-15.217,150,112.142658
