#{"t_start": 1775675326.3362195, "env_id": "None"}
r,l,t
-11.235,74,0.181793
-17.643,150,0.373729
-14.072,150,3.2668
-21.312,150,5.044725
-39.833,150,5.285172
-16.06,150,8.566081
-18.69,150,8.751677
-17.211,150,11.134728
-23.335,150,11.312201
-10.537,130,14.046486
0.319,33,14.092152
0.797,31,14.132733
-12.759,150,16.135018
-0.436,36,16.182624
-15.175,150,18.250659
-16.339,150,18.510249
-13.128,150,21.427036
-26.286,23,21.461575
-10.078,150,21.698389
-29.55,150,24.800377
-9.341,150,26.498063
1.102,33,26.545245
-13.019,150,26.73518
-30.233,24,26.769965
-0.219,132,28.659559
0.259,65,28.785301
-1.431,45,28.853094
-9.805,150,30.965018
-10.995,150,31.177718
-30.733,36,34.037865
-6.103,150,34.252544
-17.905,150,36.777451
-27.757,37,36.825587
1.542,54,36.897585
-131.591,150,39.11404
-14.936,150,39.348944
-8.089,150,42.200049
-21.12,150,44.108065
-4.508,150,44.303552
-9.473,150,47.750581
1.522,55,47.823968
-1.386,80,47.937798
1.306,82,50.513905
-22.183,150,50.722723
-21.122,150,53.549731
-4.47,84,53.663359
-3.249,150,55.88303
2.332,58,55.965145
-4.223,150,56.147925
-3.568,150,58.512592
-36.373,25,58.547488
-27.334,150,60.762751
-19.325,150,60.955526
-7.455,150,63.572563
-10.237,150,63.772092
-6.396,150,66.748119
-31.087,13,66.769874
-21.744,150,68.62499
-14.519,150,68.816475
-13.273,150,71.359904
-17.648,150,71.569738
-22.993,150,74.237815
-19.515,150,76.171054
-25.225,150,76.387728
-22.725,150,79.251319
-0.434,109,79.393171
-3.608,150,81.940552
-10.516,150,82.127704
-7.811,150,84.676962
-1.568,150,86.499918
-26.238,20,86.537559
-6.087,150,86.769366
-29.562,35,86.823387
-2.941,150,89.938162
-32.975,34,89.981999
-19.001,150,92.124423
-17.399,150,92.329656
-4.299,150,94.843921
-18.273,150,95.049906
2.822,34,97.68452
-12.467,150,97.909735
-5.33,150,100.651494
-22.197,150,100.841037
-6.091,150,103.722063
-5.114,150,103.911832
2.814,6,103.920864
0.126,150,106.902968
-9.811,150,108.682328
-21.823,150,108.895029
-4.718,150,111.671575
2.667,97,111.798186
-25.655,150,114.420209
2.04,98,114.571503
-11.175,150,117.558242
-15.896,150,117.795467
-3.635,150,121.00781
-11.128,150,122.897522
-24.448,150,123.116266
-15.762,150,126.104264
3.04,76,126.216974
-33.561,44,126.277496
1.978,119,128.904116
-11.436,150,129.13383
-6.122,150,131.696254
-26.797,23,131.739637
-14.931,150,131.974674
0.308,150,135.214
-6.108,150,137.031411
-6.078,150,137.245821
-13.803,150,140.901284
-1.51,150,141.283768
-17.911,150,144.038764
-16.144,150,145.982161
-12.568,150,146.179575
-9.083,150,148.821458
-51.117,66,148.932028
0.051,150,151.24598
-3.526,150,151.441932
-10.328,150,154.4956
2.814,6,154.506601
-16.791,150,154.715533
-12.21,150,157.415539
-26.149,71,157.509738
-46.897,144,159.7235
-4.271,150,159.945221
-4.149,150,162.326814
2.108,68,162.425258
-4.159,150,164.870736
-16.468,150,165.062249
2.675,3,165.066738
-31.455,51,167.439487
0.814,75,167.538599
-28.309,150,170.191467
-45.061,150,170.390363
1.46,62,170.48278
-10.761,150,172.709373
-18.559,150,174.614741
-3.741,150,174.821142
-4.313,150,177.8878
4.327,97,178.014189
2.526,58,178.090288
2.514,47,178.1483
-19.616,150,180.689675
1.224,135,182.556887
-37.458,34,182.606865
-4.255,150,182.812606
2.25,135,185.423861
1.79,139,185.613574
-4.689,150,188.36128
-12.774,150,190.264345
2.78,3,190.269345
-5.36,150,190.480265
-11.497,150,193.350818
-29.526,47,193.415533
-15.657,150,193.60221
-4.912,150,196.189373
-5.111,150,198.26316
-11.61,150,198.453377
-1.827,150,200.739653
2.622,8,200.750657
-10.995,150,200.967862
-30.083,150,203.551128
-9.609,150,205.353969
-28.807,89,205.498727
-69.702,84,205.646486
-45.663,65,208.137336
-56.228,81,209.133643
-32.219,92,209.248767
1.042,150,211.958614
1.339,135,212.142112
2.765,3,212.14729
-20.536,150,215.014607
2.797,7,215.026707
3.343,59,215.109861
-42.454,70,215.208101
2.574,6,215.217309
2.765,3,217.695019
2.295,6,217.704018
-25.44,20,217.733445
-1.194,118,217.89169
-41.445,50,217.966188
-17.97,150,220.44844
-23.47,96,220.575057
-10.125,150,222.852464
1.039,40,222.917463
-34.4,32,222.964491
-26.336,75,223.082186
-48.432,75,225.510262
-2.965,150,225.699948
-11.181,150,228.590447
2.705,8,228.603446
3.89,142,228.798928
-20.754,150,231.301681
-11.09,150,233.228242
-3.011,150,233.418757
-2.925,150,236.453893
-29.939,150,236.658958
-13.685,150,239.175575
-30.962,129,239.342617
1.8,52,242.648782
1.004,94,242.77463
-11.111,150,245.221507
-30.586,123,245.383383
2.714,7,245.393384
-48.149,73,245.489533
-31.561,54,247.923959
-6.262,112,248.08039
-7.515,150,250.988626
-6.893,150,251.201589
0.867,150,253.911554
-25.629,150,254.100028
-8.431,150,256.508355
-12.248,150,258.409607
-18.328,150,258.605216
-8.147,150,261.109746
-27.299,55,261.179437
2.552,53,261.246644
-0.266,150,263.492014
2.765,3,263.498275
-5.382,150,263.691966
2.766,5,263.698968
-3.982,79,266.16558
2.695,8,266.176579
2.391,131,266.351187
-2.632,150,269.061917
2.695,89,269.1822
-0.675,150,271.758867
2.989,74,271.862766
-24.114,150,273.925643
3.331,136,274.113275
-31.43,41,274.17262
-30.97,38,274.228231
-17.274,150,276.800153
-5.097,150,278.659142
-5.175,150,278.896862
-13.569,150,281.45194
-6.434,150,281.654751
2.629,78,284.4708
2.776,91,284.595754
3.561,65,284.678605
1.786,150,287.017
-3.809,150,287.2155
-11.545,150,290.30058
2.72,3,290.304594
0.832,103,290.448109
-5.538,59,293.00339
-14.774,150,293.194223
2.643,30,293.232224
1.476,41,295.739317
-11.665,72,295.841217
1.77,38,295.891831
2.183,50,295.976275
