#{"t_start": 1775690913.7035985, "env_id": "None"}
r,l,t
-26.085,150,0.368603
-23.75,150,4.899375
-27.998,150,5.129562
-18.646,150,7.772237
-30.452,150,7.959582
-16.14,150,11.339814
-40.008,150,13.447531
-20.075,150,13.625751
-20.875,150,16.499745
0.677,26,16.534084
-18.441,150,16.712377
-13.504,150,19.306908
-17.188,150,21.874464
-3.389,81,22.00347
-16.454,150,24.83637
-19.708,150,25.072048
-10.707,150,28.685177
-18.018,150,28.882496
-4.464,150,31.963861
-0.63,75,32.077699
-19.206,150,34.422095
-8.835,150,34.603858
-18.178,150,37.379856
-8.387,150,39.088161
-13.855,150,39.283612
-12.626,150,42.703685
2.711,7,42.713917
2.442,87,42.83463
0.381,98,42.968537
-21.443,150,45.56901
1.874,81,45.70496
-54.354,89,48.370318
-9.076,150,48.563452
-10.841,150,51.320999
-15.402,150,51.521922
-25.385,20,54.40482
-8.453,150,54.604081
-8.237,150,57.80117
-25.239,14,57.820168
-10.148,150,58.012169
-21.702,150,60.698213
0.058,150,62.788242
-12.407,150,62.975339
-1.045,76,63.083616
-1.518,150,65.670168
-30.178,24,65.699676
2.808,7,65.708675
-34.728,37,65.752781
2.57,3,65.75778
2.356,64,67.557919
1.544,75,67.653327
-17.105,150,67.857054
-32.64,24,67.889057
0.416,150,70.862982
2.618,4,70.868982
-9.744,86,70.987223
-24.507,22,71.015574
2.712,7,73.33105
-8.142,150,73.526483
-8.053,150,76.294618
-39.136,89,76.406886
-6.487,150,78.74123
1.842,63,78.825882
-2.548,149,79.010786
-16.581,150,81.798212
-31.179,150,83.53882
-31.376,33,83.579211
-47.341,83,83.684397
0.531,74,83.785399
-10.515,150,85.98099
2.778,4,85.98699
-1.08,150,88.110057
-25.428,15,88.131058
-9.401,150,88.352164
-1.974,150,90.657677
-29.617,34,90.700695
2.814,6,90.710695
-39.81,56,90.783884
-34.714,27,90.821143
0.702,84,92.818425
3.001,65,92.939173
1.966,93,93.079223
2.698,4,93.085223
-21.079,150,95.635349
2.797,7,95.649334
-24.157,98,95.832755
-37.692,43,95.902773
-5.277,150,98.355664
-28.21,39,98.404689
-0.294,150,100.574539
0.804,80,100.678829
-29.421,40,100.741829
1.456,76,100.836994
2.778,4,102.968899
-17.174,150,103.1659
-30.957,115,106.33895
-2.175,150,106.555903
-25.547,19,106.585583
-12.439,150,112.52269
2.763,4,112.529943
-5.917,150,112.722826
-7.24,150,115.449308
2.23,93,115.567755
-32.922,51,117.683846
-3.471,150,117.868374
-15.314,150,120.394413
-29.023,50,120.469308
-29.149,61,120.543328
-24.172,21,120.56984
