#{"t_start": 1775770158.4078946, "env_id": "None"}
r,l,t
3.363,30,0.079863
9.044,149,0.202938
2.973,150,0.311314
5.263,91,0.386352
2.396,150,0.497376
4.31,101,0.571589
6.25,90,0.638141
3.957,60,0.683654
-0.262,150,0.802289
1.055,150,0.918856
3.638,49,0.955262
3.423,36,0.98199
4.632,64,1.028381
3.588,41,1.058068
-1.013,150,1.165938
3.651,30,1.18849
3.911,58,1.230352
4.146,39,1.259431
4.785,81,1.319764
2.74,3,1.321764
0.919,150,1.430594
3.101,31,1.45422
3.221,39,1.482342
2.769,150,1.595104
3.104,27,1.899017
0.438,150,2.013214
2.74,3,2.015599
2.949,29,2.042608
3.339,29,2.064608
6.001,86,2.13133
-0.495,150,2.242756
6.8,117,2.329756
2.755,3,2.331756
5.361,98,2.403852
-0.601,150,2.515088
2.67,3,2.517088
-4.945,150,2.625617
-0.376,150,2.732908
2.882,16,2.744908
3.783,47,2.779913
2.89,22,2.795913
2.74,3,2.798914
2.74,3,2.800914
3.04,21,2.816914
3.061,30,2.839406
2.837,22,2.855407
4.758,70,2.907407
2.768,15,2.919406
2.74,3,2.921407
4.454,77,2.979472
2.026,150,3.0899
2.74,3,3.0929
0.655,150,3.202549
6.758,118,3.289939
4.013,43,3.32224
3.038,25,3.340692
2.67,3,3.343186
7.014,108,3.695326
3.95,42,3.730537
3.274,22,3.748537
4.683,57,3.795534
4.434,67,3.855127
2.94,17,3.871244
0.946,150,3.982142
2.67,3,3.984146
2.74,3,3.987142
3.464,27,4.00636
5.532,105,4.08307
2.74,3,4.086071
-0.732,150,4.194692
6.179,150,4.305549
3.297,31,4.329457
2.74,3,4.331469
3.497,34,4.35681
1.482,150,4.465616
4.327,66,4.520414
2.67,3,4.522912
3.238,29,4.54486
3.141,22,4.562121
5.72,86,4.631213
3.197,26,4.650692
0.785,150,4.760679
3.423,28,4.781983
6.648,96,4.854691
3.539,45,4.89358
4.556,53,4.93258
3.212,22,4.948891
3.955,39,4.979657
2.874,28,5.000264
